restaurant_name,city,cuisines,average_cost_for_two,aggregate_rating,votes
The Grand Marlin,Pensacola,"Caribbean, Seafood",40,4.3,905
Original Georgios Authentic Greek Food,Pensacola,Greek,10,4.7,816
Fisherman'S Corner,Pensacola,"Sandwich, Seafood, Cajun",40,4.4,747
Mad Cowes Cafe,Phillip Island,"Breakfast, Coffee and Tea, Modern Australian",20,3.7,351
Rupes Burgers,Pocatello,"Burger, Fast Food",10,3.7,104
Texas Roadhouse,Pocatello,"American, BBQ, Steak",45,3.5,83
Riverwalk Cafe,Pocatello,"Asian, Thai",10,3.6,91
Royal Hotel,Pocatello,"Pizza, Bar Food",0,3.6,59
Buddy'S Italian Restaurant,Pocatello,"Italian, Pizza, Sandwich",40,3.7,222
Butterburrs,Pocatello,"American, Breakfast",30,3.6,121
Chang Garden,Pocatello,Chinese,10,3.5,93
Fifth Street Bagelry,Pocatello,"Coffee and Tea, Sandwich",10,3.8,136
Goody'S Deli,Pocatello,"Pizza, Sandwich",10,3.8,160
Grecian Key Restaurant,Pocatello,"American, Greek",25,3.7,152
Outer Limits Fun Zone,Pocatello,"Burger, Pizza, Sandwich",10,3.5,57
Portneuf Valley Brewing,Pocatello,"American, Pizza",25,3.7,191
Sandpiper Restaurant & Lounge,Pocatello,"American, Seafood, Steak",40,3.6,85
Senor Iguanas,Pocatello,Mexican,0,3.6,108
Sushi Family,Pocatello,"Asian, Sushi, Vegetarian",25,3.6,132
Taste Of India Nepal,Pocatello,"Indian, International, Vegetarian",25,3.8,141
Thai Paradise,Pocatello,"Desserts, Thai",25,3.7,162
The Bridge,Pocatello,New American,40,3.6,144
Nosh Mahal,Pocatello,"Indian, Persian",25,0.0,1
El Herradero,Pocatello,Mexican,10,4.1,365
Barrett Junction Cafe,Potrero,"American, BBQ, Burger",25,3.3,9
Blue Point Grill,Princeton,Seafood,70,4.0,542
Giovanni'S Shrimp Truck,Rest of Hawaii,Seafood,25,4.5,691
Kona Brewing Company,Rest of Hawaii,"American, Pizza, Bar Food",35,4.7,764
Leonard'S Bakery,Rest of Hawaii,Not Specified,10,4.7,707
Coconuts Fish Cafe,Rest of Hawaii,Seafood,30,4.5,487
Kihei Caffe,Rest of Hawaii,"American, Hawaiian",10,4.5,695
Monkeypod Kitchen By Merriman,Rest of Hawaii,Burger,40,4.2,485
Sansei Seafood Restaurant & Sushi Bar,Rest of Hawaii,"Japanese, Seafood, Sushi",40,4.2,807
Star Noodle,Rest of Hawaii,Asian,10,4.6,723
Aloha Mixed Plate,Rest of Hawaii,"Asian, Breakfast, Hawaiian",10,4.2,874
Gazebo,Rest of Hawaii,"Breakfast, Burger",25,4.4,552
Hula Grill,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,4.3,1056
Kimo'S,Rest of Hawaii,"Hawaiian, Seafood, Steak",40,4.3,707
Mama'S Fish House,Rest of Hawaii,"Hawaiian, Seafood",70,4.9,1343
Marukame Udon,Rest of Hawaii,Japanese,10,4.9,602
Yard House,Rest of Hawaii,"American, Asian, Burger",40,4.6,1078
Lulu'S Waikiki,Rest of Hawaii,American,25,3.9,232
Duke'S Waikiki,Rest of Hawaii,"Hawaiian, Seafood, Steak",70,4.4,1492
Eggs 'N Things,Rest of Hawaii,Breakfast,10,4.0,535
Roy'S,Rest of Hawaii,"Asian, European, Seafood",70,4.2,531
Wailana Coffee House,Rest of Hawaii,"American, Breakfast, Hawaiian",25,4.2,694
The Lady & Sons,Savannah,Southern,40,3.3,1201
Green Truck Pub,Savannah,Burger,40,4.7,906
Leopold'S Ice Cream,Savannah,"Desserts, Sandwich, Ice Cream",10,4.6,880
Mrs. Wilkes' Dining Room,Savannah,"American, Southern",40,4.5,1014
Zunzi'S,Savannah,"International, Mediterranean, Sandwich",25,4.5,796
Moon River Brewing Company,Savannah,"American, Bar Food, Sandwich",25,3.7,747
Pirates' House Restaurant,Savannah,"American, Seafood, Steak",40,3.8,566
B. Matthew'S Eatery,Savannah,"American, Breakfast",25,4.1,683
Crystal Beer Parlor,Savannah,"American, Bar Food",25,4.4,690
Goose Feathers Cafe And Bakery,Savannah,"Breakfast, Vegetarian",10,4.2,680
Henry'S,Savannah,"American, Breakfast",10,4.1,287
Huey'S On The River,Savannah,"Breakfast, Cajun",40,4.1,802
J. Christopher'S,Savannah,"Breakfast, Diner, Sandwich",25,4.3,710
Lulu'S Chocolate Bar,Savannah,"Coffee and Tea, Desserts",10,4.3,456
Rocks On The River,Savannah,"Pizza, Seafood, Steak",70,4.0,687
Soho South Cafe,Savannah,"Cafe, Sandwich, Southern",25,4.3,719
The Olde Pink House,Savannah,"American, Seafood, Southern",70,4.4,1803
Vic'S On The River,Savannah,American,70,4.1,558
The Crab Shack,Savannah,Seafood,40,3.8,883
Tybee Island Social Club,Savannah,Not Specified,10,3.9,309
Sky On 57,Singapore,"Chinese, Continental, Singaporean",300,3.4,34
Cut By Wolfgang Puck,Singapore,"American, Steak",270,4.0,33
Restaurant Andre,Singapore,"French, Mediterranean, European",500,3.8,33
Potato Head Folk,Singapore,American,80,3.1,34
Jaan,Singapore,French,430,3.8,35
Rhubarb Le Restaurant,Singapore,French,315,3.9,33
Al'Frank Cookies,Singapore,Bakery,20,4.2,29
Fratini La Trattoria,Singapore,Italian,100,4.1,35
Boufe Boutique Cafe,Singapore,"Italian, French, Bakery, Cafe",50,3.2,29
The Refinery Singapore,Singapore,"American, Japanese, Singaporean",80,3.2,30
Chye Seng Huat Hardware,Singapore,Cafe,40,3.7,33
Makansutra Gluttons Bay,Singapore,"Singaporean, Chinese, Seafood, Malay, Indian",30,3.0,25
Colony,Singapore,"Asian, Continental, Seafood",220,3.8,30
Summer Pavilion,Singapore,"Chinese, Seafood, Cantonese, Dim Sum",300,3.9,34
The Lokal,Singapore,"Singaporean, Australian, German",60,3.1,33
I Am,Singapore,"Western, Fusion, Fast Food",60,3.2,32
Super Loco,Singapore,"American, Mexican",95,3.2,30
Artistry,Singapore,"American, Bakery, European, Burger, Fusion",50,3.8,28
Bitters & Love,Singapore,Finger Food,40,3.9,35
Artichoke Cafe,Singapore,"Cafe, Spanish, Turkish, Greek",75,3.2,33
Archie'S Waeside,Sioux City,"Burger, Seafood, Steak",40,3.7,100
Bob Roe'S Pizza,Sioux City,"American, Pizza, Bar Food",10,3.6,92
Da Kao Restaurant,Sioux City,"Asian, Vegetarian, Vietnamese",10,3.8,182
Famous Dave'S,Sioux City,BBQ,10,3.6,76
Fuji Bay Japanese Restaurant,Sioux City,"Japanese, Sushi",40,3.7,129
Huhot Mongolian Grill,Sioux City,"Asian, Chinese",25,3.6,94
Hunan Palace,Sioux City,Chinese,25,3.8,129
Jerry'S Pizza,Sioux City,Pizza,25,3.8,178
Jim'S Burgers,Sioux City,Burger,10,3.7,97
Johnnie Mars,Sioux City,"American, Desserts, Diner",10,3.9,161
Miles Inn,Sioux City,American,10,3.7,122
Milwaukee Wiener House,Sioux City,"American, Fast Food",10,3.8,195
Minerva'S Food & Cocktails,Sioux City,"American, Seafood, Steak",40,3.7,146
Monterrey Mexican Restaurant,Sioux City,Mexican,10,3.7,117
Rebos,Sioux City,"Caribbean, Mexican, Cajun",25,3.8,187
Tokyo Japanese Steakhouse & Sushi Bar,Sioux City,"Japanese, Steak, Sushi",40,3.9,239
Diamond Thai Cuisine,Sioux City,"Asian, Thai, Vegetarian",10,4.0,303
El Fredo Pizza,Sioux City,Pizza,40,4.0,280
Trattoria Fresco,Sioux City,Italian,25,4.0,271
Kahill'S Steak-Fish Chophouse,Sioux City,"American, Seafood, Steak",70,3.5,58
Rumba Island Bar & Grill,Tampa Bay,"BBQ, Caribbean, Seafood",25,4.6,1321
Red Mesa Cantina,Tampa Bay,"Latin American, Mexican, Southwestern",25,4.6,1629
Bellabrava,Tampa Bay,"American, Italian, Seafood",25,4.1,921
Ceviche Tapas Bar & Restaurant,Tampa Bay,"Spanish, Tapas",25,4.1,986
The Moon Under Water,Tampa Bay,"British, Bar Food, Sandwich",25,4.1,1020
Bern'S Steak House,Tampa Bay,"American, Desserts, Steak",70,4.7,3157
Boca Kitchen Bar Market,Tampa Bay,Breakfast,40,3.9,665
Edison: Food+Drink Lab,Tampa Bay,International,70,3.9,373
Ceviche Tapas Bar & Restaurant,Tampa Bay,"Breakfast, Spanish, Tapas",25,4.4,1007
Daily Eats,Tampa Bay,"American, Burger",25,4.4,803
Salt Rock Grill,Tampa Bay,"American, Seafood, Steak",40,4.2,1363
Mazzaro'S Italian Market,Tampa Bay,"Italian, Deli",10,4.9,1424
Conch Republic Grill,Tampa Bay,"Sandwich, Seafood, Steak",40,4.5,844
Mr. Dunderbak'S Biergarten And Marketplatz,Tampa Bay,"European, German",40,4.9,1413
Red Mesa Restaurant,Tampa Bay,"Breakfast, Mexican",40,4.5,1203
Datz,Tampa Bay,"Desserts, Bar Food",40,4.7,3074
Ella'S Americana Folk Art Cafe,Tampa Bay,"International, Italian, Southern",40,4.8,1715
Taco Bus,Tampa Bay,"Mexican, Vegetarian",10,4.5,1868
The Refinery,Tampa Bay,"Seafood, Steak",40,4.0,875
Columbia Restaurant,Tampa Bay,"Cuban, Spanish",40,4.4,1746
1918 Bistro & Grill,Tanunda,"Modern Australian, Australian",30,4.4,339
Pig And Whistle,Trentham East,Australian,20,4.1,87
Buffalo Wild Wings,Valdosta,Bar Food,25,3.4,98
El Toreo Mexican Restaurant,Valdosta,Mexican,25,3.1,83
306 North Restaurant,Valdosta,"Seafood, Southern",40,3.9,231
Austins Cattle Co,Valdosta,"Burger, Seafood, Steak",40,3.7,216
Beijing Cafe,Valdosta,"Asian, Chinese, Thai",35,3.8,185
Bleu Cafe,Valdosta,"Pizza, Sandwich",25,3.7,185
Bleu Pub,Valdosta,"Burger, Bar Food, Vegetarian",10,3.8,281
Bubba Jax Crab Shack,Valdosta,"Fast Food, Seafood",40,3.7,137
Cheddar'S Scratch Kitchen,Valdosta,American,25,3.7,209
El Cazador,Valdosta,Mexican,10,3.7,168
Friends Grille And Bar,Valdosta,"American, Southern",25,3.9,243
Giulios Greek & Italian Restaurant,Valdosta,"Greek, Italian",40,3.8,221
La Jalisco Supermercato,Valdosta,Mexican,10,3.5,46
Masato Japanese,Valdosta,"Japanese, Sushi",25,3.9,262
Mom & Dad'S Italian Restaurant,Valdosta,Italian,25,3.7,183
Mori'S Japanese Steakhouse & Sushi Bar,Valdosta,"Japanese, Steak, Sushi",70,3.5,208
Passage 2 India,Valdosta,"Indian, Middle Eastern",25,3.8,245
Rodeo Mexican Restaurant,Valdosta,Mexican,25,3.8,199
Steel Magnolias,Valdosta,Southern,40,3.8,225
Smok'N Pig B-B-Q,Valdosta,BBQ,25,4.1,575
Blue House Cafe,Vernonia,"Coffee and Tea, Mediterranean",10,4.3,88
Anchorage Cafe Restaurant Wine Bar,Victor Harbor,"Coffee and Tea, Tapas, Australian",20,3.6,96
Lake House Restaurant,Vineland Station,"Italian, Mediterranean, Pizza",70,4.3,204
Masala Grill & Coffee House,Waterloo,"Indian, Middle Eastern",10,3.2,18
Brown Bottle The Cedar Falls,Waterloo,"Italian, Pizza, Vegetarian",25,3.7,134
Four Queens Dairy Cream,Waterloo,Desserts,10,3.9,190
Hong Kong Chinese Restaurant,Waterloo,Chinese,10,3.8,136
Huhot Mongolian Grill,Waterloo,"Asian, Chinese",25,3.7,113
J'S Homestyle Cooking,Waterloo,"American, Breakfast",10,3.6,69
Montage,Waterloo,"American, Italian, Seafood",40,3.6,89
Mulligan'S Brick Oven Grill,Waterloo,"Burger, Pizza, Sandwich",25,3.6,80
Sakura,Waterloo,"Japanese, Sushi",40,3.8,175
Scratch,Waterloo,"Coffee and Tea, Desserts, Beverages",10,3.7,136
Soho Sushi Bar & Deli,Waterloo,"Sandwich, Sushi, Tapas",25,3.6,114
Texas Roadhouse,Waterloo,"American, BBQ, Steak",25,3.6,93
Tony'S La Pizzeria,Waterloo,"Pizza, Sandwich",25,3.6,89
Chapala,Waterloo,Mexican,25,3.6,69
Galleria De Paco,Waterloo,American,40,3.6,86
Golden China,Waterloo,Chinese,10,3.7,73
Rudy'S Tacos,Waterloo,Mexican,25,3.6,104
The Screaming Eagle,Waterloo,"American, Bar Food",10,3.7,101
The Thai Bowl,Waterloo,Thai,10,3.5,58
Tokyo Japanese Steak House,Waterloo,"Japanese, Steak, Sushi",25,3.9,156
Theo Yianni'S Authentic Greek Restaurant,Weirton,"Burger, Greek, Sandwich",25,3.9,156
Fishpatrick'S Crabby Cafe,Winchester Bay,"Burger, Seafood, Steak",25,3.2,16
Arigato Sushi,Yorkton,Asian,25,3.3,26
Denny'S,Abu Dhabi,American,190,4.6,207
Famous Dave'S Barbecue,Abu Dhabi,American,260,4.6,376
Pizza Di Rocco,Abu Dhabi,"Italian, Pizza",150,4.4,471
Sofra Istanbul,Abu Dhabi,"Turkish, Arabian, Middle Eastern",70,4.3,224
Salt,Abu Dhabi,"Fast Food, Burger",100,4.2,228
Genghis Grill,Abu Dhabi,Asian,180,4.6,81
Olive Garden,Abu Dhabi,"Italian, Pizza",230,4.1,422
Cho Gao - Crowne Plaza Abu Dhabi,Abu Dhabi,"Thai, Japanese, Chinese, Indonesian, Vietnamese",350,4.4,246
Gazebo,Abu Dhabi,"Indian, North Indian, Mughlai, Biryani",120,4.0,355
Sangeetha Vegetarian Restaurant,Abu Dhabi,"Indian, South Indian",60,3.6,268
Hot Palayok,Abu Dhabi,"Filipino, Japanese, Asian",100,4.5,162
Applebee'S,Abu Dhabi,"American, Mexican, Seafood",250,4.0,205
Tikka Tonight,Abu Dhabi,"Pakistani, Afghani, Indian, Hyderabadi",50,4.0,277
Bait El Khetyar,Abu Dhabi,"Lebanese, Arabian, Middle Eastern",70,4.0,380
Indian By Nature,Abu Dhabi,Indian,80,4.3,180
Via Delhi,Abu Dhabi,"Indian, North Indian, Chinese",100,4.0,525
Punjab Grill,Abu Dhabi,"Indian, North Indian",330,4.9,216
Tamba,Abu Dhabi,Indian,500,4.7,201
P.F. Chang'S,Abu Dhabi,Chinese,250,4.2,435
The Cheesecake Factory,Abu Dhabi,"American, Desserts",200,4.6,586
The Farm,Dubai,"Mediterranean, Italian, Thai, European",280,3.9,927
Maharaja Bhog,Dubai,"Indian, Rajasthani",90,4.1,1448
Rasoi Ghar,Dubai,Indian,90,4.3,1281
Barbeque Nation,Dubai,"Indian, North Indian",150,4.5,307
Farzi Cafe,Dubai,"International, Indian",200,4.5,909
Ab'S Absolute Barbecues,Dubai,"Continental, Indian",160,4.9,641
Carnival By Tresind,Dubai,Indian,500,4.9,322
Ab'S Absolute Barbecues,Dubai,"Indian, Continental",160,4.8,2510
Hard Rock Cafe,Dubai,"American, Burger",300,4.5,1388
The Coffee Club,Dubai,Cafe,140,4.5,403
Salt,Dubai,"Fast Food, Burger",100,4.3,1351
Din Tai Fung,Dubai,"Asian, Chinese",160,4.3,661
Spiceklub,Dubai,"Indian, North Indian, Street Food",150,4.4,281
Tresind - Nassima Royal Hotel,Dubai,Indian,500,4.9,1352
Grand Barbeque Buffet Restaurant,Dubai,"Indian, Asian",150,4.4,552
Red Lobster,Dubai,"Seafood, American",285,3.2,506
The Cheesecake Factory,Dubai,"American, Desserts",270,4.7,2424
Parker'S,Dubai,"Cafe, Burger",170,4.3,386
Applebee'S,Dubai,"American, Mexican, Burger",250,3.7,500
Grub Shack,Dubai,"Goan, Chinese, Indian, North Indian",130,4.3,544
Kamat,Sharjah,"Indian, North Indian, South Indian, Chinese",85,3.9,285
Vadakkan Pepper,Sharjah,South Indian,70,3.8,210
Gazebo,Sharjah,"Indian, Mughlai, South Indian, Biryani",120,4.1,372
Katis Restaurant,Sharjah,"Indian, North Indian, Chinese",65,4.3,316
Zaroob,Sharjah,Lebanese,110,3.9,69
Derby,Sharjah,"Fast Food, American",40,4.1,33
Nayaab Haandi,Sharjah,"Pakistani, Indian",100,4.1,449
Najmat Lahore Restaurant,Sharjah,"Pakistani, Indian, Mughlai",80,4.2,504
Saffron,Sharjah,"Pakistani, Chinese, Indian, Afghani",90,4.1,192
Pizza Hut,Sharjah,"Fast Food, Pizza",80,2.4,154
Al Mukhtar Bakery,Sharjah,"Bakery, Arabian, Middle Eastern",50,4.2,142
Aroos Damascus,Sharjah,"Arabian, Middle Eastern",60,4.2,444
Nando'S,Sharjah,"African, Portuguese",160,4.2,265
Peking Chinese Restaurant,Sharjah,"Chinese, Thai",130,3.8,227
Tgi Friday'S,Sharjah,"American, Mexican",250,3.9,357
Rajasthan Al Malaki,Sharjah,"Indian, North Indian",60,4.8,459
Applebee'S,Sharjah,"American, Mexican, Burger",250,4.1,197
Paper Fig,Sharjah,"Cafe, Bakery, Desserts",150,4.5,143
Sis Burger,Sharjah,"Fast Food, Burger",50,3.8,12
Crafted Blends,Sharjah,Cafe,110,4.2,43
Jahanpanah,Agra,"North Indian, Mughlai",850,3.9,140
Time2Eat - Mama Chicken,Agra,North Indian,500,3.6,94
Chokho Jeeman Marwari Jain Bhojanalya,Agra,Rajasthani,400,4.0,87
Pinch Of Spice,Agra,"North Indian, Chinese, Mughlai",1000,4.2,177
Peshawri - Itc Mughal,Agra,"North Indian, Mughlai",2500,4.3,133
Taj Bano - Itc Mughal,Agra,Mughlai,2500,4.0,41
Dawat-E-Nawab - Radisson Blu,Agra,"North Indian, Mughlai",3600,3.8,46
The Latitude - Radisson Blu,Agra,"North Indian, Chinese, Continental",0,3.9,103
Dasaprakash Restaurant,Agra,"South Indian, Desserts",550,4.1,121
The Charcoal Chimney,Agra,"North Indian, Chinese, Continental, Mughlai",1100,3.4,70
Sheroes Hangout,Agra,"Cafe, North Indian, Chinese",0,4.9,77
Pind Balluchi,Agra,"North Indian, Mughlai",900,3.7,175
Pizza Hut,Agra,"Italian, Pizza",700,4.4,134
Thaaliwala,Agra,"North Indian, Fast Food",700,4.1,168
650 - The Global Kitchen,Ahmedabad,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",900,4.2,1582
Patang - The Revolving Restaurant,Ahmedabad,"Continental, Chinese, North Indian",1800,3.7,1315
Huber & Holly,Ahmedabad,"Ice Cream, Desserts, Continental",300,4.5,217
@Mango,Ahmedabad,"North Indian, Continental, Mexican, Italian",800,4.1,769
Fozzie'S Pizzaiolo,Ahmedabad,"Pizza, Italian, Beverages, Desserts",900,4.3,731
La Pino'Z Pizza,Ahmedabad,"Pizza, Italian",500,4.4,113
Mocha,Ahmedabad,"Cafe, Continental, Desserts",1000,4.4,944
Blue -  Rooftop Cafe Restaurant Bistro,Ahmedabad,"North Indian, Cafe, Italian, Mexican, Continental",1000,3.8,63
Momo Cafн© - Courtyard By Marriott,Ahmedabad,"North Indian, South Indian, Asian, Continental",1400,3.6,375
Cryo Lab,Ahmedabad,"Desserts, Ice Cream",350,4.6,166
Swati Snacks,Ahmedabad,"Fast Food, Street Food, South Indian",450,4.4,697
Brick Kitchen,Ahmedabad,"North Indian, Chinese, Continental",900,4.3,325
Kabir Restaurant,Ahmedabad,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",600,3.8,432
Puffizza,Ahmedabad,"Italian, Fast Food",700,4.3,744
Cafe Alfresco,Ahmedabad,"Cafe, Beverages, Desserts, Pizza",700,4.0,404
The Cafe Baraco,Ahmedabad,"Cafe, Italian",600,4.4,317
Nini'S Kitchen,Ahmedabad,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",950,4.5,1138
Yanki Sizzlers,Ahmedabad,"Continental, Italian, Chinese",1200,4.1,1041
The Garden Cafe - The Fern,Ahmedabad,"North Indian, Italian, Asian, South Indian",1200,4.1,192
Mazzo,Ahmedabad,"Cafe, American, Continental, Armenian, Fast Food",550,3.9,166
Turquoise Villa,Ahmedabad,Continental,1200,4.0,535
Aryan Family'S Delight,Allahabad,"North Indian, South Indian, Fast Food",500,3.4,57
Bean Here,Allahabad,"Cafe, Fast Food",350,3.3,76
Bikanerwala,Allahabad,"North Indian, Street Food, Fast Food",500,3.2,51
Friends Forever,Allahabad,"North Indian, Chinese",600,3.4,83
Kfc,Allahabad,"American, Fast Food",500,3.4,58
Mcdonald'S,Allahabad,Fast Food,400,3.3,53
Tandoor Restaurant,Allahabad,"North Indian, Chinese",500,3.2,151
The Brewmaster,Allahabad,"North Indian, Chinese, Italian",0,3.3,49
The Tamarind Tree,Allahabad,"South Indian, Chinese",500,3.4,106
Cafe El Chico,Allahabad,"Continental, Italian",1000,3.6,59
Eat On,Allahabad,North Indian,200,3.7,105
Hot Stuff,Allahabad,"North Indian, Fast Food",500,3.5,105
Paradise,Allahabad,"Desserts, Fast Food",500,3.6,57
Sagar Ratna,Allahabad,"South Indian, North Indian, Chinese, Continental",400,3.5,134
Moti Mahal Delux,Allahabad,"Mughlai, North Indian, Chinese",800,3.3,58
Makhan Fish And Chicken Corner,Amritsar,"North Indian, Chinese",700,3.4,345
Charming Chicken,Amritsar,North Indian,300,3.9,151
Crystal Restaurant,Amritsar,"North Indian, Mughlai",800,3.4,122
Brijwasi Chat Bhandar,Amritsar,Street Food,150,3.6,56
Bubby Fish & Chicken Corner,Amritsar,North Indian,300,3.5,91
The Yellow Chilli,Amritsar,"North Indian, Mughlai, Chinese",1200,3.4,98
La Roma Pizzeria,Amritsar,"Fast Food, Italian",400,3.5,111
Sakhis Watz Kukin,Amritsar,"North Indian, Chinese",700,3.6,51
The Kulcha Land,Amritsar,"North Indian, Street Food",200,3.9,206
Shudh Restaurant,Amritsar,"North Indian, South Indian, Chinese, Fast Food",600,3.4,44
Bade Bhai Ka Brothers' Dhaba,Amritsar,"North Indian, Fast Food",500,3.7,94
Bharawan Da Dhaba,Amritsar,"North Indian, Fast Food",500,3.5,461
Brothers Dhaba,Amritsar,North Indian,500,3.8,276
Brothers' Amritsari Dhaba,Amritsar,North Indian,400,3.8,71
Kesar Da Dhabha,Amritsar,North Indian,500,4.1,878
Beera Chicken Corner,Amritsar,North Indian,500,3.8,192
Surjit Food Plaza,Amritsar,North Indian,1000,3.5,96
Kream N Krunch,Aurangabad,"North Indian, Chinese, Continental, Italian",800,3.6,240
Angeethi Restaurant,Aurangabad,"North Indian, Chinese",600,3.3,63
Domino'S Pizza,Aurangabad,Pizza,700,3.1,19
Hotel Laadli,Aurangabad,"North Indian, South Indian",350,3.4,46
Indiana Veg Restaurant,Aurangabad,"South Indian, North Indian, Chinese, Fast Food",450,3.4,75
Madhuban Restaurant - Welcome Hotel Rama International,Aurangabad,"North Indian, Chinese, Continental, Italian, Mexican",1800,3.4,94
Mauj Restaurant,Aurangabad,"Italian, Fast Food, North Indian, Chinese",500,3.3,47
Naivedya,Aurangabad,North Indian,500,3.4,71
D' Curry House,Aurangabad,"Continental, Chinese, Biryani, North Indian",1000,3.6,73
Ashoka'S Veg Restaurant,Aurangabad,"South Indian, Chinese, North Indian",400,3.3,46
Kareem'S Fine Dining,Aurangabad,"Mughlai, Biryani",700,3.3,45
That Baat,Aurangabad,Maharashtrian,450,3.4,34
Bhoj Restaurant,Aurangabad,North Indian,450,3.7,89
Kareem'S Kabab & Biryani,Aurangabad,Mughlai,650,3.4,39
Great Sagar Restaurant,Aurangabad,"North Indian, Mughlai",600,3.3,74
Kailash Restaurant,Aurangabad,"North Indian, Chinese, South Indian, Fast Food",450,3.3,76
Sultans Of Spice,Bangalore,"North Indian, Mughlai",1300,4.1,2416
The Fatty Bao - Asian Gastro Bar,Bangalore,Asian,2400,4.7,2369
Toit,Bangalore,"Italian, American, Pizza",2000,4.8,10934
Three Dots & A Dash,Bangalore,"European, Continental",1300,3.9,1354
Bombay Brasserie,Bangalore,Modern Indian,1500,4.2,231
Glen'S Bakehouse,Bangalore,"Bakery, Desserts, Cafe",800,4.0,3533
Onesta,Bangalore,"Pizza, Cafe, Italian",600,4.3,1413
Onesta,Bangalore,"Pizza, Cafe, Italian",600,4.6,781
Echoes Koramangala,Bangalore,"Continental, American, Italian, North Indian, Chinese, Cafe",950,4.7,276
Truffles,Bangalore,"American, Burger, Cafe",800,4.7,9667
The Black Pearl,Bangalore,"North Indian, European, Mediterranean",1400,4.1,5385
Eat Street,Bangalore,"North Indian, Chinese, Italian, Street Food, Desserts",400,4.3,753
Koramangala Social,Bangalore,"Continental, American",1500,4.5,1288
Ab'S - Absolute Barbecues,Bangalore,"European, Mediterranean, North Indian",1400,4.6,6907
Flechazo,Bangalore,"Asian, Mediterranean, North Indian",1200,4.4,983
Onesta,Bangalore,"Pizza, Cafe, Italian",600,4.6,627
Communiti,Bangalore,Continental,1200,4.2,334
Big Brewsky,Bangalore,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",1800,4.5,5705
Hoot,Bangalore,"Continental, Italian, North Indian",1400,3.9,405
Farzi Cafe,Bangalore,Modern Indian,1500,4.4,754
Black N White Cafe,Bhopal,"Cafe, Chinese, North Indian",200,3.3,51
Sagar Gaire Fast Food,Bhopal,Fast Food,250,4.9,427
The Kasbah,Bhopal,"North Indian, Chinese",700,3.9,126
Bake N Shake,Bhopal,Fast Food,500,4.2,223
10 Downing Street,Bhopal,"North Indian, Chinese",1000,4.0,257
Pizza Hut,Bhopal,Pizza,650,4.1,118
Violet Hour,Bhopal,Bakery,500,3.8,33
Bapu Ki Kutia,Bhopal,"North Indian, Chinese, South Indian, Fast Food",550,3.5,175
Papa Mexicano,Bhopal,"Fast Food, Mexican, Tex-Mex",350,3.6,20
Manohar Dairy And Restaurant,Bhopal,"North Indian, South Indian, Street Food, Bakery",400,4.4,243
Manohar Dairy And Restaurant,Bhopal,"North Indian, South Indian, Street Food, Bakery",400,4.1,238
Kebabsville - Sayaji Hotel,Bhopal,North Indian,1800,4.3,128
Indian Coffee House,Bhopal,South Indian,500,3.9,161
Bake N Shake,Bhopal,Fast Food,500,4.3,120
Silver Streak,Bhubaneshwar,Chinese,550,4.1,379
Central Perk 7,Bhubaneshwar,"Cafe, Charcoal Grill, Steak",600,4.5,145
The Chicken Dinesty,Bhubaneshwar,"Fast Food, North Indian, Chinese",500,3.9,247
